Timestamp,MAC,Temperature,Moisture,Light,Conductivity
2025-04-28 21:19:59,c4:7c:8d:6d:26:c9,26.1,11,245,14
2025-04-28 21:45:59,c4:7c:8d:6d:26:c9,26.0,11,228,11
2025-04-28 21:56:32,c4:7c:8d:6d:26:c9,25.8,11,261,12
2025-04-28 22:07:08,c4:7c:8d:6d:26:c9,25.5,11,131,12
2025-04-28 22:17:45,c4:7c:8d:6d:26:c9,25.9,11,229,12
2025-04-28 22:28:16,c4:7c:8d:6d:26:c9,25.9,11,178,11
2025-04-28 22:38:49,c4:7c:8d:6d:26:c9,26.1,11,260,11
2025-04-28 22:49:23,c4:7c:8d:6d:26:c9,26.0,11,162,12
2025-04-28 22:59:55,c4:7c:8d:6d:26:c9,26.0,11,225,12
2025-04-28 23:10:31,c4:7c:8d:6d:26:c9,25.9,11,245,11
2025-04-28 23:21:06,c4:7c:8d:6d:26:c9,25.7,11,160,12
2025-04-28 23:31:42,c4:7c:8d:6d:26:c9,25.5,11,276,12
2025-04-28 23:42:19,c4:7c:8d:6d:26:c9,25.4,11,262,12
2025-04-28 23:52:54,c4:7c:8d:6d:26:c9,25.1,11,162,12
2025-04-29 00:03:27,c4:7c:8d:6d:26:c9,25.1,11,261,11
2025-04-29 00:14:00,c4:7c:8d:6d:26:c9,25.0,11,245,10
2025-04-29 00:24:34,c4:7c:8d:6d:26:c9,24.9,11,229,12
2025-04-29 00:35:06,c4:7c:8d:6d:26:c9,24.6,11,177,10
2025-04-29 00:45:40,c4:7c:8d:6d:26:c9,24.6,11,197,12
2025-04-29 00:56:15,c4:7c:8d:6d:26:c9,24.5,11,245,12
2025-04-29 01:06:47,c4:7c:8d:6d:26:c9,24.4,11,162,11
2025-04-29 01:17:23,c4:7c:8d:6d:26:c9,24.2,11,245,10
2025-04-29 01:28:02,c4:7c:8d:6d:26:c9,24.1,11,264,10
2025-04-29 01:38:34,c4:7c:8d:6d:26:c9,23.9,11,94,12
2025-04-29 01:49:09,c4:7c:8d:6d:26:c9,24.0,11,248,12
2025-04-29 01:59:44,c4:7c:8d:6d:26:c9,23.9,11,178,12
