Timestamp,MAC,Temperature,Moisture,Light,Conductivity
2025-04-08 14:43:40,c4:7c:8d:6d:4e:df,22.2,40,121,572
2025-04-08 14:42:35,c4:7c:8d:6d:4e:df,22.1,40,118,571
2025-04-08 14:41:23,c4:7c:8d:6d:4e:df,22.3,40,140,572
2025-04-08 14:40:16,c4:7c:8d:6d:4e:df,22.1,40,99,569
2025-04-08 14:39:11,c4:7c:8d:6d:4e:df,22.3,40,0,568
2025-04-08 14:38:01,c4:7c:8d:6d:4e:df,22.3,40,140,572
2025-04-08 14:36:56,c4:7c:8d:6d:4e:df,22.2,40,81,572
2025-04-08 14:34:41,c4:7c:8d:6d:4e:df,22.3,40,123,568
2025-04-08 14:27:16,c4:7c:8d:6d:4e:df,22.2,40,61,571
2025-04-08 14:25:49,c4:7c:8d:6d:4e:df,22.3,41,135,574
2025-04-08 14:19:35,c4:7c:8d:6d:4e:df,22.3,40,63,571
2025-04-08 14:17:04,c4:7c:8d:6d:4e:df,22.3,40,139,567
2025-04-08 14:10:36,c4:7c:8d:6d:4e:df,22.3,40,56,573
2025-04-08 14:06:59,c4:7c:8d:6d:4e:df,22.3,41,139,574
2025-04-08 13:56:25,c4:7c:8d:6d:4e:df,22.4,40,97,575
2025-04-08 13:45:52,c4:7c:8d:6d:4e:df,22.5,41,136,576
2025-04-08 13:24:30,c4:7c:8d:6d:4e:df,22.4,41,117,577
2025-04-08 13:13:52,c4:7c:8d:6d:4e:df,22.5,41,120,576
2025-04-08 13:03:11,c4:7c:8d:6d:4e:df,22.6,41,102,579
2025-04-08 12:52:29,c4:7c:8d:6d:4e:df,22.7,41,140,577
2025-04-08 12:41:52,c4:7c:8d:6d:4e:df,22.7,41,118,584
2025-04-08 12:31:12,c4:7c:8d:6d:4e:df,22.6,42,140,579
2025-04-08 12:20:34,c4:7c:8d:6d:4e:df,22.7,41,117,584
2025-04-08 12:09:58,c4:7c:8d:6d:4e:df,22.8,42,139,582
2025-04-08 11:59:18,c4:7c:8d:6d:4e:df,22.7,42,102,583
2025-04-08 11:48:41,c4:7c:8d:6d:4e:df,22.9,42,138,580
2025-04-08 11:37:57,c4:7c:8d:6d:4e:df,23.1,42,61,582
2025-04-08 11:27:21,c4:7c:8d:6d:4e:df,23.1,42,139,585
2025-04-08 11:25:17,c4:7c:8d:6d:4e:df,23.1,42,115,585
2025-04-08 11:14:42,c4:7c:8d:6d:4e:df,23.2,42,139,588
2025-04-08 11:04:10,c4:7c:8d:6d:4e:df,23.3,42,42,587
2025-04-08 10:53:35,c4:7c:8d:6d:4e:df,23.2,42,63,583
2025-04-08 10:43:00,c4:7c:8d:6d:4e:df,23.5,42,74,587
2025-04-08 10:32:31,c4:7c:8d:6d:4e:df,23.5,42,138,587
2025-04-08 10:22:00,c4:7c:8d:6d:4e:df,23.5,42,1,586
2025-04-08 10:11:24,c4:7c:8d:6d:4e:df,23.8,42,136,585
2025-04-08 10:00:50,c4:7c:8d:6d:4e:df,23.8,42,1,592
