Timestamp,MAC,Temperature,Moisture,Light,Conductivity
2025-04-22 14:48:08,c4:7c:8d:6d:26:c9,31.0,8,7960,18
2025-04-22 14:58:47,c4:7c:8d:6d:26:c9,31.0,8,7979,18
2025-04-22 15:09:24,c4:7c:8d:6d:26:c9,31.2,8,7914,18
2025-04-22 15:19:57,c4:7c:8d:6d:26:c9,31.3,8,7936,18
2025-04-22 15:30:32,c4:7c:8d:6d:26:c9,31.4,8,7871,19
2025-04-22 15:41:06,c4:7c:8d:6d:26:c9,31.5,8,7960,19
2025-04-22 15:51:39,c4:7c:8d:6d:26:c9,31.6,8,7936,19
2025-04-22 16:02:12,c4:7c:8d:6d:26:c9,31.8,8,7998,19
2025-04-22 16:12:45,c4:7c:8d:6d:26:c9,32.0,8,7951,19
2025-04-22 16:24:36,c4:7c:8d:6d:26:c9,32.1,8,7970,19
2025-04-22 16:25:55,c4:7c:8d:6d:26:c9,32.1,8,7979,19
2025-04-22 16:36:32,c4:7c:8d:6d:26:c9,32.3,8,8006,19
2025-04-22 16:47:04,c4:7c:8d:6d:26:c9,32.2,8,7903,19
2025-04-22 16:57:42,c4:7c:8d:6d:26:c9,32.2,9,7970,19
2025-04-22 17:08:22,c4:7c:8d:6d:26:c9,32.1,9,7965,19
2025-04-22 17:18:58,c4:7c:8d:6d:26:c9,32.6,9,7970,19
2025-04-22 17:40:04,c4:7c:8d:6d:26:c9,33.1,9,7960,19
2025-04-22 17:50:40,c4:7c:8d:6d:26:c9,33.0,9,7946,19
2025-04-22 18:01:16,c4:7c:8d:6d:26:c9,33.1,9,7988,19
2025-04-22 18:11:57,c4:7c:8d:6d:26:c9,33.2,9,7984,19
2025-04-22 18:22:31,c4:7c:8d:6d:26:c9,33.1,9,7951,21
2025-04-22 18:33:02,c4:7c:8d:6d:26:c9,33.2,9,7861,19
2025-04-22 18:43:36,c4:7c:8d:6d:26:c9,33.1,9,7979,20
2025-04-22 18:54:11,c4:7c:8d:6d:26:c9,33.0,9,7898,21
2025-04-22 19:04:44,c4:7c:8d:6d:26:c9,32.6,9,8025,21
2025-04-22 19:15:16,c4:7c:8d:6d:26:c9,31.8,9,7894,22
2025-04-22 19:25:49,c4:7c:8d:6d:26:c9,31.8,8,7960,22
